1  7077        8 272999999999999999999999999999999999999999999999999999999999999
2  7077        8 27299999  166  262  141  -20 -176  -26   28  128  288  133 -144
1  7077        9 272 -108  -14   60   38  -95  -84   41   83   91   84   30   14
2  7077        9 272   23  110  165   95   25 -107 -143   14  -39   -1  -21 -141
1  7077       10 272 -188 -148   50  124   69  -82 -196 -187  -85  -24   19   17
2  7077       10 272  -84  -95    0   72   48  -56 -115  -74  -45 -159  -73 -116
1  7077       11 272 -134  -27 -125 -114  -12  -18 -127 -131 -169 -154  -49 -110
2  7077       11 272 -230 -345 -223   26  166  133   83   24   92   70  -49  -58
1  7077       12 272 -151 -214 -341 -246  -12   67 -116 -258 -367 -368 -226  -68
2  7077       12 272  -49 -100 -125 -273 -140   82   66   59  -99  -48   88   66
1  7077       13 272 -124 -294 -303 -358 -206    1 -168 -316 -360 -417 -309 -138
2  7077       13 272   57   69  149  -41 -277 -101  178  272  177  -18   62  118
1  7077       14 272   63 -109 -424 -514 -373 -174  -72 -380 -206   76  -78 -230
2  7077       14 272 -187  135  270  328  122 -285   11  146  104  116  -30   48
1  7077       15 272  139  145   30 -226 -405 -237   47   48   -1   52  -42   17
2  7077       15 272  -25  -84  136  265  339  254   -8   -3   15  124   76   67
1  7077       16 272  258  135 -102 -242 -138  181  305  188   84  103  195  193
2  7077       16 272  100   38  202  288   97  164  228  106  250  310  231  266
1  7077       17 272  144   98  133   38  -45   24  300  132    3   59  168  154
2  7077       17 272   85  114  164  131  -18 -116   -5   95  -20  -88  -36   41
1  7077       18 272  126  117   69   37 -156 -350 -285  -50  100  -32   54  116
2  7077       18 272  112   87  131  153   15   55   19    3   -7  -52 -282 -345
1  7077       19 272 -171  162  159   13 -138 -212 -104   -4   87    9   64  114
2  7077       19 272  211   92    0  107  102   60  -15 -265 -179  -68  -45  -47
1  7077       20 272  -22   63  124   81  -69 -136 -128  -84   39   16   70   68
2  7077       20 272   35  184  119   65  156  207   21 -363 -317  -44   43  -58
1  7077       21 272  -91  -48   -4   70  -41 -151 -133  -22    2   16  -26   18
2  7077       21 272  -15    6  125   86   72   55   61  -16 -265 -258    1   36
1  7077       22 272   47   94   89   24   98  126   60   -7   30   91  100   38
2  7077       22 272  -36   57  121  119   31   24   33   92   93 -183  -94  228
1  7077       23 272  327  253  231  150  129  185  180   70  -33  -30   14   80
2  7077       23 272   20  -38  -20  -11  -35   10   52   60  108  112 -131 -320
1  7077       24 272 -151   32   69  156   24 -122 -149 -187  -70   41   45  -31
2  7077       24 272  -74 -150 -120  -54    6  -55  -77  109   73   13  194   32
1  7077       25 272 -195 -253 -168   17  120  -25 -124 -377 -459 -246 -115  -58
2  7077       25 272  -81 -144 -216 -153  -90   18  -30  -78   18    4   32  182
1  7077       26 272   -2 -322 -272  135  255  110 -198 -353 -295 -370 -607 -532
2  7077       26 272 -422 -399 -282 -207 -135 -101  -32    7 -179 -107   40   18
1  7077       27 272  -32 -171 -371 -509 -343  -68 -139 -450 -332 -107  -96 -129
2  7077       27 272 -369 -474 -470 -332 -244 -136  -57   99  184   54  102  147
1  7077       28 272   22 -130 -254 -367 -260  -79   11 -189 -289 -112  -32   35
2  7077       28 272   93  180  233  157   17  -63 -207 -105   66  163   91   76
1  7077       29 272   15 -161 -226 -275 -186   47  -39 -183 -212 -131  -22  -34
2  7077       29 272   18   68   48   66   -4  140   75   42   94  146  173   74
1  7077        1 372  -11   22 -125 -292  -25  236  126   46  104  223  255  202
2  7077        1 372  145  146 -103 -269 -245   81  178  -27 -233  -36  167   78
1  7077        2 372  -11   45   46 -142 -215 -168   30   39  -63  -12   24   29
2  7077        2 372   76  187  114   32   20  -51   68  104   37  -51  -95   26
1  7077        3 372  167  191  190   67  -39  -29   68   96  -69   14  157  113
2  7077        3 372   46  174   46   52   92   27   -6   -5   29   40  -34  -40
1  7077        4 372   36   90  145   -4 -154 -137  -19   27  -50  -96   37  199
2  7077        4 372  203  219  209   71   74   20 -149 -194 -113   62   88  -11
1  7077        5 372  -24  -16  -91 -187 -182 -128  -42   44   96   59   37  143
2  7077        5 372  150   33    3  129   15   25  -69 -187 -198   -2  142  -17
1  7077        6 372 -253 -204 -149 -154 -154 -115  -40   92  147   28 -132  -62
2  7077        6 3729999999999999999999999999   10   92   10  -58   -1   62   64
1  7077        7 372   -1 -133 -213 -151  -86  -47   -1  -22   -7   -3   -8   32
2  7077        7 372  128  103   14   -4   25  -89   14   90  -18  -53  -14  125
1  7077        8 372  206   50    7  -57  -73  -25   -1   38   73   65  -27  -74
2  7077        8 372  -38   65  -37 -143 -126 -100 -115  -47  -36   12   38    8
1  7077        9 372  -30   46    0 -110  -63  -44   -2   43   17   39   32  -18
2  7077        9 372  -87 -118  108  134  -40  -45  -16  -56   26   34   13   10
1  7077       10 372  -89 -102  -37   61  -80 -265 -213 -127  -86  -36  -10 -121
2  7077       10 372 -182 -171  -67   71   27 -160 -138  -47  -46   28   23 -129
1  7077       11 372 -334 -330 -163 -107 -232 -357 -306 -329 -449 -515 -513 -443
2  7077       11 372 -307 -239 -282 -155   59  -42 -245 -242 -146 -125   34   47
1  7077       12 372  -53 -240 -246 -118  -60 -139 -227 -326 -428 -509 -627 -516
2  7077       12 372 -310 -178 -325 -519 -259  -21  -29  -29  -89  -57  -28  128
1  7077       13 372  148 -131 -320 -235 -121 -160 -287 -358 -479 -283 -197 -172
2  7077       13 372   31  159  142  167  -57 -248  -51  100   23 -111  -46   82
1  7077       14 372  180   39 -105  -76   13   -5 -208 -407 -255 -237  -76  104
